Time (s),Mean DBP Fallers (mmHg),SD DBP Fallers (mmHg),Mean DBP Non-Fallers (mmHg),SD DBP Non-Fallers (mmHg)
-9.790000000000000568e+01,5.863961001970984910e+01,7.229993542421571107e+00,6.349571236486800530e+01,1.212916381665850096e+01
-9.779999999999999716e+01,5.863642996472998448e+01,7.224800820159068770e+00,6.335366426676767304e+01,1.197837798949800181e+01
-9.770000000000000284e+01,5.864461166467379627e+01,7.215335850619804425e+00,6.321796467433237154e+01,1.183468540315953099e+01
-9.759999999999999432e+01,5.865817823067533254e+01,7.208641785194826568e+00,6.311018638751794185e+01,1.172530559384630067e+01
-9.750000000000000000e+01,5.867155538463068609e+01,7.201224486663328150e+00,6.305564481523801135e+01,1.164536294791941629e+01
-9.740000000000000568e+01,5.869021369649787090e+01,7.202346891869705559e+00,6.300269399625737776e+01,1.158691813042926100e+01
-9.729999999999999716e+01,5.873726085975617650e+01,7.233492645120673359e+00,6.298147741030315672e+01,1.155674462731526475e+01
-9.720000000000000284e+01,5.878147898027208385e+01,7.254839965739983576e+00,6.300335763392341448e+01,1.156093687497350686e+01
-9.709999999999999432e+01,5.882850232931510703e+01,7.274685212893192698e+00,6.304039931916118178e+01,1.156991892317349091e+01
-9.700000000000000000e+01,5.887822146029014192e+01,7.294064154968621594e+00,6.309051090955681929e+01,1.158205205860067366e+01
-9.690000000000000568e+01,5.893588835495248190e+01,7.309729230942931366e+00,6.313360356042363009e+01,1.159948711070616767e+01
-9.679999999999999716e+01,5.899832322065720547e+01,7.303851676678791094e+00,6.316223651556916252e+01,1.163659105001335448e+01
-9.670000000000000284e+01,5.904254522914571623e+01,7.305474880928929160e+00,6.317594426027676491e+01,1.166957947453517974e+01
-9.659999999999999432e+01,5.906642331845194605e+01,7.322084290161590125e+00,6.319166558984578330e+01,1.169780891050361404e+01
-9.650000000000000000e+01,5.908267680443572090e+01,7.352067133353532569e+00,6.319090429002358889e+01,1.169680456302766025e+01
-9.640000000000000568e+01,5.905568312227836714e+01,7.300513849743349049e+00,6.318910623382380720e+01,1.169458272299624468e+01
-9.629999999999999716e+01,5.901677761185193560e+01,7.230239086353383193e+00,6.321208119825898564e+01,1.169908357729550019e+01
-9.620000000000000284e+01,5.897737758060312530e+01,7.166135237911367639e+00,6.323432135754188721e+01,1.171303035922091418e+01
-9.609999999999999432e+01,5.893661734647373152e+01,7.105884120402172321e+00,6.325264578892769407e+01,1.174006015717201912e+01
-9.600000000000000000e+01,5.889777871956437849e+01,7.047364964549752919e+00,6.326140141747611523e+01,1.179714126297411880e+01
-9.590000000000000568e+01,5.885973774242244616e+01,6.993610994809402293e+00,6.329652550315943671e+01,1.187028818008821140e+01
-9.579999999999999716e+01,5.881584794553457840e+01,6.947278169353050536e+00,6.331731593446028938e+01,1.193039883129904233e+01
-9.570000000000000284e+01,5.877462992379538775e+01,6.908015482878474778e+00,6.328703144219584686e+01,1.193837987239170317e+01
-9.559999999999999432e+01,5.872902716828957637e+01,6.868618650755512256e+00,6.328611721007717250e+01,1.192105064100202583e+01
-9.550000000000000000e+01,5.869688638971545913e+01,6.856196431942054303e+00,6.329195235130050889e+01,1.190887931000065514e+01
-9.540000000000000568e+01,5.866485666763704643e+01,6.836557398442884015e+00,6.328657573066050190e+01,1.189748509663611387e+01
-9.529999999999999716e+01,5.863123118788708155e+01,6.815369769606841821e+00,6.326174445878798025e+01,1.189553604760354766e+01
-9.520000000000000284e+01,5.859624860736045093e+01,6.794040254370223408e+00,6.325791579181288427e+01,1.191726350854091443e+01
-9.509999999999999432e+01,5.855013377888770520e+01,6.782779917982001194e+00,6.329185909186900716e+01,1.194412790778543076e+01
-9.500000000000000000e+01,5.850260362180020479e+01,6.773235546851874567e+00,6.334510838834535207e+01,1.199925400138842768e+01
-9.490000000000000568e+01,5.844756804889813395e+01,6.761364091819438649e+00,6.337153471943394578e+01,1.207055200313391197e+01
-9.479999999999999716e+01,5.837984751891127644e+01,6.743924973789565236e+00,6.339582505329784112e+01,1.214991645684583865e+01
-9.470000000000000284e+01,5.834793458844422531e+01,6.730667620922089256e+00,6.339046818592629506e+01,1.220073450375163127e+01
-9.459999999999999432e+01,5.833531001860011145e+01,6.717967371708510882e+00,6.336388995733113205e+01,1.222384608673135808e+01
-9.450000000000000000e+01,5.833269726406081901e+01,6.718011087962469041e+00,6.334084901190971806e+01,1.222147511323753477e+01
-9.440000000000000568e+01,5.831889773416916256e+01,6.720361475234024162e+00,6.331639425573508362e+01,1.216996938250809812e+01
-9.429999999999999716e+01,5.830539645415737482e+01,6.724225608378847419e+00,6.327223051221016448e+01,1.211945397042233097e+01
-9.420000000000000284e+01,5.829204068752894585e+01,6.737282963033417893e+00,6.323187314003858006e+01,1.203615580574676613e+01
-9.409999999999999432e+01,5.827778586733901989e+01,6.743661902868375968e+00,6.320719727674792665e+01,1.194164561982274542e+01
-9.400000000000000000e+01,5.827422170847530936e+01,6.750050848881839372e+00,6.318699672961270863e+01,1.185155887142043341e+01
-9.390000000000000568e+01,5.830197902617160821e+01,6.769818801818904497e+00,6.316980239235020633e+01,1.176916849435937884e+01
-9.379999999999999716e+01,5.833086561924172742e+01,6.793946858114522591e+00,6.314333365870557202e+01,1.169494668539537052e+01
-9.370000000000000284e+01,5.837237211465420472e+01,6.817189734277151025e+00,6.309530094892932794e+01,1.164535691510348236e+01
-9.359999999999999432e+01,5.842394905606124667e+01,6.827098869305858742e+00,6.304811861716472521e+01,1.162682958183534154e+01
-9.350000000000000000e+01,5.847950193070128933e+01,6.831884290133962701e+00,6.309145807319963239e+01,1.164546498546956066e+01
-9.340000000000000568e+01,5.853641027323590862e+01,6.817172131721966011e+00,6.314831392615811012e+01,1.167607781526397481e+01
-9.329999999999999716e+01,5.859129724302531628e+01,6.807528418011459692e+00,6.321465313586600132e+01,1.172059106872401557e+01
-9.320000000000000284e+01,5.865345401545751258e+01,6.806939033799021210e+00,6.329626785244770559e+01,1.178913841295038978e+01
-9.309999999999999432e+01,5.871212717832889894e+01,6.814351557545662352e+00,6.337282162747742120e+01,1.186437750640324218e+01
-9.300000000000000000e+01,5.874431201029746319e+01,6.813517933875617771e+00,6.341636626655064646e+01,1.191815447942490280e+01
-9.290000000000000568e+01,5.876482868223602907e+01,6.821128626174117748e+00,6.344375342394705797e+01,1.196916355731760540e+01
-9.279999999999999716e+01,5.877987346238776212e+01,6.838323175748107552e+00,6.350682587925912514e+01,1.202228288811232737e+01
-9.270000000000000284e+01,5.879877910200182356e+01,6.863976864223218399e+00,6.360730550729182653e+01,1.206359170985161455e+01
-9.259999999999999432e+01,5.880373328901649899e+01,6.889464231057363719e+00,6.366608397393197549e+01,1.206410245288541994e+01
-9.250000000000000000e+01,5.879525091128618186e+01,6.921192646367011925e+00,6.372853016966683271e+01,1.208606289048111471e+01
-9.240000000000000568e+01,5.878038612304865040e+01,6.953766621405205406e+00,6.365025393391345432e+01,1.204714512273738691e+01
-9.229999999999999716e+01,5.875383064472906369e+01,6.972918308158351230e+00,6.355297596450331810e+01,1.198462072213139074e+01
-9.220000000000000284e+01,5.872590246521684065e+01,6.991223299036303906e+00,6.341976593083804659e+01,1.191835714657958079e+01
-9.209999999999999432e+01,5.871670504424253778e+01,7.017892832836569283e+00,6.329214364654921354e+01,1.188301138966539838e+01
-9.200000000000000000e+01,5.871023645304468630e+01,7.045232963721510089e+00,6.318531118809825387e+01,1.186361010795909188e+01
-9.190000000000000568e+01,5.869332897593957910e+01,7.084676303593982816e+00,6.311657271151408821e+01,1.182896688849848310e+01
-9.179999999999999716e+01,5.867925200013876719e+01,7.123156068436188093e+00,6.302580792092114592e+01,1.179272144005086886e+01
-9.170000000000000284e+01,5.867954744441195913e+01,7.155959750637902239e+00,6.292608700622572826e+01,1.176868109437204346e+01
-9.159999999999999432e+01,5.869658984863578155e+01,7.190149922191184650e+00,6.286308401017388547e+01,1.173374768102913990e+01
-9.150000000000000000e+01,5.871134900778110932e+01,7.225208102401824206e+00,6.284999791633500621e+01,1.167232959576513274e+01
-9.140000000000000568e+01,5.872472553867606848e+01,7.261293737205273935e+00,6.287007186135743098e+01,1.162141804619275653e+01
-9.129999999999999716e+01,5.872696388410728474e+01,7.295965088897943929e+00,6.286621340586259521e+01,1.157364767464464528e+01
-9.120000000000000284e+01,5.872334409665059241e+01,7.321741604930998015e+00,6.285619053485933705e+01,1.152973265306293804e+01
-9.109999999999999432e+01,5.871704122260981507e+01,7.339633501259428705e+00,6.285005992198740188e+01,1.147887687182361383e+01
-9.100000000000000000e+01,5.871640241704506735e+01,7.346428388405571219e+00,6.284780616664613717e+01,1.143378523536184765e+01
-9.090000000000000568e+01,5.871231957220049225e+01,7.348052923297434091e+00,6.285398629337699816e+01,1.135616278001199753e+01
-9.079999999999999716e+01,5.870421255908187419e+01,7.344496352727839295e+00,6.281455326035183617e+01,1.123858206682876748e+01
-9.070000000000000284e+01,5.867962694375864885e+01,7.323099721957071040e+00,6.273552868815463057e+01,1.112149110607544600e+01
-9.059999999999999432e+01,5.865356791352990484e+01,7.296751741801069002e+00,6.270137176131486001e+01,1.103506406713579580e+01
-9.050000000000000000e+01,5.862078474690817131e+01,7.269045113947855796e+00,6.269435862819837979e+01,1.098464653086261222e+01
-9.040000000000000568e+01,5.858688520227555330e+01,7.237977570775763425e+00,6.270751321981779114e+01,1.098194324676610734e+01
-9.029999999999999716e+01,5.854325040158658311e+01,7.201639030320402313e+00,6.271019269794928874e+01,1.101173578050927304e+01
-9.020000000000000284e+01,5.850353178791390718e+01,7.170814403374949464e+00,6.271202752726351548e+01,1.106690255044268767e+01
-9.009999999999999432e+01,5.848745620056971006e+01,7.138243682409779467e+00,6.269618279588654985e+01,1.113054562624516919e+01
-9.000000000000000000e+01,5.847357313605176898e+01,7.113757907517780588e+00,6.261724653152385400e+01,1.113287510563901250e+01
-8.990000000000000568e+01,5.845624166614019401e+01,7.090494114740881315e+00,6.255748528347000814e+01,1.112897938306388212e+01
-8.980000000000001137e+01,5.842522101156622227e+01,7.062846228298974793e+00,6.249615668999951623e+01,1.110671813822479770e+01
-8.970000000000000284e+01,5.839566426868353943e+01,7.040294016268674682e+00,6.243217616254938918e+01,1.107707565091924451e+01
-8.959999999999999432e+01,5.837303724718115916e+01,7.024002181626318730e+00,6.237202141936012367e+01,1.106044753014719717e+01
-8.950000000000000000e+01,5.834847239667928420e+01,7.022391600426765024e+00,6.233035862008325978e+01,1.104259821713015910e+01
-8.940000000000000568e+01,5.834557170881756605e+01,7.024385942096033730e+00,6.237468559827807724e+01,1.095624578228937906e+01
-8.930000000000001137e+01,5.836060396628257507e+01,7.044992555866062212e+00,6.246703641133367313e+01,1.088868628820192086e+01
-8.920000000000000284e+01,5.836722607142313279e+01,7.069114700427206799e+00,6.255120282611742510e+01,1.083811936966946554e+01
-8.909999999999999432e+01,5.839215769026993286e+01,7.085064147734551732e+00,6.262330195782733000e+01,1.081579285978919280e+01
-8.900000000000000000e+01,5.841314492159168736e+01,7.101280832462125048e+00,6.267169895710971872e+01,1.080383767359091784e+01
-8.890000000000000568e+01,5.843332695676659228e+01,7.119599027308785466e+00,6.270022693620347098e+01,1.080447712035872954e+01
-8.880000000000001137e+01,5.845422256376880199e+01,7.140590888049671570e+00,6.269036424428394128e+01,1.077286002313398861e+01
-8.870000000000000284e+01,5.846769216678688252e+01,7.168852759518385298e+00,6.267471285622578137e+01,1.074965223952277427e+01
-8.859999999999999432e+01,5.848341120073210675e+01,7.206327015841236694e+00,6.264966599550074733e+01,1.073503215844157666e+01
-8.850000000000000000e+01,5.849854729299348577e+01,7.245165414441630425e+00,6.262274298230706648e+01,1.072937308988155181e+01
-8.840000000000000568e+01,5.850841823730051061e+01,7.283949759324688245e+00,6.259448404395912746e+01,1.073004100262590477e+01
-8.830000000000001137e+01,5.853316429917450137e+01,7.309464113936974705e+00,6.258584584765149117e+01,1.074768455732080419e+01
-8.820000000000000284e+01,5.855357997871414000e+01,7.323777361295325861e+00,6.261663772322327048e+01,1.078624941575359664e+01
-8.809999999999999432e+01,5.857742854069531546e+01,7.333151842501400175e+00,6.265846317972779644e+01,1.083720939821697726e+01
-8.800000000000000000e+01,5.860091359710386882e+01,7.339322925925904961e+00,6.267444843310076408e+01,1.089121364792572777e+01
-8.790000000000000568e+01,5.861980614886962115e+01,7.346441825054506936e+00,6.269826942614376719e+01,1.093806686577379672e+01
-8.780000000000001137e+01,5.863303936475581679e+01,7.356432368510350095e+00,6.275900897289380254e+01,1.095789802180176409e+01
-8.770000000000000284e+01,5.864466279545554528e+01,7.364082828398216485e+00,6.282551687203209667e+01,1.088834291171984781e+01
-8.759999999999999432e+01,5.868427880261552332e+01,7.363323788486777488e+00,6.287913819894743028e+01,1.079867638161274357e+01
-8.750000000000000000e+01,5.872551405292423254e+01,7.356237065910066875e+00,6.292858892136960236e+01,1.072446717803734906e+01
-8.740000000000000568e+01,5.876427241174870630e+01,7.338985003593508694e+00,6.296765042036253845e+01,1.066601056683110116e+01
-8.730000000000001137e+01,5.879772395910194405e+01,7.322510039090397882e+00,6.301553493223450175e+01,1.064636707932746873e+01
-8.720000000000000284e+01,5.883148536673694906e+01,7.308909278623881178e+00,6.302794801000940339e+01,1.062277230794546234e+01
-8.709999999999999432e+01,5.886208739196145956e+01,7.295034118397475176e+00,6.303416670845712133e+01,1.064981396158933258e+01
-8.700000000000000000e+01,5.888678988819120264e+01,7.282684252996237895e+00,6.305281814195871704e+01,1.067967155427974824e+01
-8.690000000000000568e+01,5.890463957794934657e+01,7.274260697129235176e+00,6.308095368347352405e+01,1.071535995357868210e+01
-8.680000000000001137e+01,5.892893606080902913e+01,7.271410618467773368e+00,6.313852788388440018e+01,1.077532343260070746e+01
-8.670000000000000284e+01,5.895422872284115101e+01,7.272966203158890863e+00,6.319837589503003983e+01,1.082580739593240793e+01
-8.659999999999999432e+01,5.896700539030733523e+01,7.264320899488168060e+00,6.325633627567248851e+01,1.091424382684783723e+01
-8.650000000000000000e+01,5.897747703971150202e+01,7.255837977125100480e+00,6.332426897661700593e+01,1.101884647609226597e+01
-8.640000000000000568e+01,5.899618834662160793e+01,7.257323597922161085e+00,6.339638662739393027e+01,1.113909123527154499e+01
-8.630000000000001137e+01,5.900239553459730502e+01,7.248417989068437706e+00,6.345502732389417133e+01,1.124358475073575292e+01
-8.620000000000000284e+01,5.900243124935629169e+01,7.235947769062940793e+00,6.349626921029303617e+01,1.135372058932761519e+01
-8.609999999999999432e+01,5.900424549419229692e+01,7.220269920163490340e+00,6.351182012032504787e+01,1.141440496908121283e+01
-8.600000000000000000e+01,5.900592748431999723e+01,7.207945180503266158e+00,6.349246280249820273e+01,1.139913197526684208e+01
-8.590000000000000568e+01,5.899514888630550047e+01,7.217717871183285006e+00,6.347726577776780488e+01,1.138297097315655826e+01
-8.580000000000001137e+01,5.898119770534452044e+01,7.227085821209482397e+00,6.343888366602006101e+01,1.138631121503879484e+01
-8.570000000000000284e+01,5.896148980470583467e+01,7.242968093696561027e+00,6.338312520596517174e+01,1.139781488452963387e+01
-8.559999999999999432e+01,5.891696944972632366e+01,7.251149225095391060e+00,6.338549831338489327e+01,1.136423602767866292e+01
-8.550000000000000000e+01,5.885673164250395928e+01,7.246862463902232321e+00,6.342590099560288053e+01,1.134256408567380525e+01
-8.540000000000000568e+01,5.879919724732011588e+01,7.244661867024172253e+00,6.346809795224636730e+01,1.134820271199518160e+01
-8.530000000000001137e+01,5.875224373531663247e+01,7.255179994259423282e+00,6.349563238423282741e+01,1.135356614620769555e+01
-8.520000000000000284e+01,5.870771563599932108e+01,7.284838704726097625e+00,6.353058271733007700e+01,1.136954817333905687e+01
-8.509999999999999432e+01,5.867221358492280103e+01,7.319696145221875838e+00,6.356518852850584267e+01,1.138915821666599371e+01
-8.500000000000000000e+01,5.863973987838379287e+01,7.353437112890410354e+00,6.358894083741320458e+01,1.139266418061057173e+01
-8.490000000000000568e+01,5.862143071434233121e+01,7.385039450073296763e+00,6.362206793576403641e+01,1.140305501781697117e+01
-8.480000000000001137e+01,5.861302373547916744e+01,7.405108557654355828e+00,6.365205344342081162e+01,1.140270768198645612e+01
-8.470000000000000284e+01,5.861432997352372354e+01,7.408375902497370546e+00,6.369285658586581178e+01,1.142434707035603303e+01
-8.459999999999999432e+01,5.862311848075925269e+01,7.420524523442842302e+00,6.372301629593103911e+01,1.145701356912626778e+01
-8.450000000000000000e+01,5.862952819973419594e+01,7.434347057064072395e+00,6.370014591968009654e+01,1.145708837720849971e+01
-8.440000000000000568e+01,5.863317709398401689e+01,7.443102242865098361e+00,6.367955169911292046e+01,1.146396952670573555e+01
