Time (s),Mean SBP Fallers (mmHg),SD SBP Fallers (mmHg),Mean SBP Non-Fallers (mmHg),SD SBP Non-Fallers (mmHg)
-9.790000000000000568e+01,1.145444544847869395e+02,1.648904786263726052e+01,1.221606892538239322e+02,1.961017344511538241e+01
-9.779999999999999716e+01,1.145335447527170061e+02,1.662442425208817909e+01,1.223520813063167765e+02,1.964418635687831483e+01
-9.770000000000000284e+01,1.145414586397017587e+02,1.677133156123501223e+01,1.226021877482123585e+02,1.973033017015044877e+01
-9.759999999999999432e+01,1.145605023058472511e+02,1.690774349101953078e+01,1.228353158246775791e+02,1.979099304041965013e+01
-9.750000000000000000e+01,1.145747219355111355e+02,1.703955696925859087e+01,1.229872901923509687e+02,1.980966479374848532e+01
-9.740000000000000568e+01,1.146067604115911962e+02,1.713736038936123052e+01,1.230809349549247571e+02,1.980806749022415048e+01
-9.729999999999999716e+01,1.146311304268878075e+02,1.723715212712957623e+01,1.231834298118684217e+02,1.985531136047637091e+01
-9.720000000000000284e+01,1.146422752496513198e+02,1.731260087697136285e+01,1.232432990861415334e+02,1.989842355420908859e+01
-9.709999999999999432e+01,1.146210041088360043e+02,1.737414927988858793e+01,1.231875098292774169e+02,1.983258801221561285e+01
-9.700000000000000000e+01,1.145931773095529138e+02,1.744258347742466597e+01,1.231331697496478768e+02,1.976553592960614480e+01
-9.690000000000000568e+01,1.145707678318306222e+02,1.751349700379929430e+01,1.230526482143309721e+02,1.970582823344774681e+01
-9.679999999999999716e+01,1.145501641279616933e+02,1.759081331828402384e+01,1.229527556758650064e+02,1.965699000954518993e+01
-9.670000000000000284e+01,1.145893931519760969e+02,1.763179567448662510e+01,1.228529284541079249e+02,1.961985726314863143e+01
-9.659999999999999432e+01,1.146526448049008025e+02,1.766211470642670989e+01,1.227649205856926216e+02,1.957154282592009764e+01
-9.650000000000000000e+01,1.147215295420328118e+02,1.768332515437900909e+01,1.226924585552428795e+02,1.952111762013616669e+01
-9.640000000000000568e+01,1.147709844688871641e+02,1.770058535611435246e+01,1.226490548688009028e+02,1.949942174251817661e+01
-9.629999999999999716e+01,1.148050194780801831e+02,1.773842938253619650e+01,1.226065918923853815e+02,1.945306379244920691e+01
-9.620000000000000284e+01,1.148403783239837139e+02,1.764600160486563851e+01,1.225613872380210125e+02,1.942382549949819648e+01
-9.609999999999999432e+01,1.148970201302582410e+02,1.753427175506645241e+01,1.225360257830203778e+02,1.941252970038616965e+01
-9.600000000000000000e+01,1.149242747438748040e+02,1.742023576665325635e+01,1.225024573665295549e+02,1.942400040643869730e+01
-9.590000000000000568e+01,1.149353706961028081e+02,1.730908292847090024e+01,1.224595858783288094e+02,1.946951454173353113e+01
-9.579999999999999716e+01,1.149073050762659705e+02,1.719578092366646516e+01,1.224308390727056945e+02,1.956746500992561266e+01
-9.570000000000000284e+01,1.148365418487450142e+02,1.707144297398869170e+01,1.224192715898281705e+02,1.967825634640006172e+01
-9.559999999999999432e+01,1.147271282721459045e+02,1.695135722246592636e+01,1.224727098941582852e+02,1.977244558938791030e+01
-9.550000000000000000e+01,1.146097621246334057e+02,1.683224855800396469e+01,1.224945905711248031e+02,1.984229791295763690e+01
-9.540000000000000568e+01,1.144848151658311082e+02,1.671488933473155925e+01,1.224932454967018742e+02,1.989100698874500495e+01
-9.529999999999999716e+01,1.143365659906761920e+02,1.660001173205104763e+01,1.224680143339448222e+02,1.993737978827286739e+01
-9.520000000000000284e+01,1.141961812203055757e+02,1.662134681935061309e+01,1.224301449951796599e+02,1.999183808876337309e+01
-9.509999999999999432e+01,1.140628531355594646e+02,1.664499852585208828e+01,1.223971105279957783e+02,1.999380884869071195e+01
-9.500000000000000000e+01,1.139082708619229436e+02,1.665682652384592544e+01,1.223534723737985530e+02,1.998633738291815831e+01
-9.490000000000000568e+01,1.137547017921433934e+02,1.667677470761267955e+01,1.223022130401945304e+02,1.998687118984031841e+01
-9.479999999999999716e+01,1.136102395578548681e+02,1.670454809325837786e+01,1.222452248587670880e+02,1.996631234349511885e+01
-9.470000000000000284e+01,1.134717839525119132e+02,1.673690034940542404e+01,1.222024403921679010e+02,1.993866420508856052e+01
-9.459999999999999432e+01,1.133739984939235796e+02,1.677648111483530968e+01,1.221898265599326834e+02,1.988764037849809796e+01
-9.450000000000000000e+01,1.133410998502318137e+02,1.681241097196459577e+01,1.222416393862518902e+02,1.987783832670150730e+01
-9.440000000000000568e+01,1.133078867360892446e+02,1.685719399126667994e+01,1.222909985611047432e+02,1.987718743522858134e+01
-9.429999999999999716e+01,1.133317763078250380e+02,1.691699733925242199e+01,1.223296498752544608e+02,1.988629497603081830e+01
-9.420000000000000284e+01,1.133537777811171736e+02,1.697484300606852869e+01,1.223320866913217912e+02,1.983427885202008767e+01
-9.409999999999999432e+01,1.133816985889854294e+02,1.703420740036439796e+01,1.223300241439990401e+02,1.976109078900608296e+01
-9.400000000000000000e+01,1.134329135651634601e+02,1.707491964508506044e+01,1.223632035075758751e+02,1.972987144719169095e+01
-9.390000000000000568e+01,1.134766391038749447e+02,1.709546235167144701e+01,1.223885652644353428e+02,1.971140690974057463e+01
-9.379999999999999716e+01,1.135488687729207697e+02,1.711667535244681915e+01,1.224199627244456678e+02,1.972442085903829678e+01
-9.370000000000000284e+01,1.136184020929633647e+02,1.715119044708468721e+01,1.224514708073079419e+02,1.975075947840540636e+01
-9.359999999999999432e+01,1.137241680319094854e+02,1.720722247807905703e+01,1.224668565580332853e+02,1.977989893623157158e+01
-9.350000000000000000e+01,1.138791605911036271e+02,1.730442096504139116e+01,1.224358321605347300e+02,1.974139807185780882e+01
-9.340000000000000568e+01,1.140460192613142425e+02,1.740475744610790088e+01,1.223789040956056908e+02,1.972131600480612335e+01
-9.329999999999999716e+01,1.142482854856029491e+02,1.747333774956454278e+01,1.223054909078094852e+02,1.971203905456648187e+01
-9.320000000000000284e+01,1.144156605173643868e+02,1.750274070372699242e+01,1.222343195734207200e+02,1.971606063144919219e+01
-9.309999999999999432e+01,1.145592754739107306e+02,1.751750127163742121e+01,1.221640711892536189e+02,1.973905581901768613e+01
-9.300000000000000000e+01,1.147125686685169654e+02,1.753998880458184217e+01,1.220775787756475239e+02,1.977764883120812556e+01
-9.290000000000000568e+01,1.148636018123145419e+02,1.757913817916906041e+01,1.220141803691249578e+02,1.977374003969188365e+01
-9.279999999999999716e+01,1.150008068006731889e+02,1.764807570245107371e+01,1.219085153356918454e+02,1.974882728004456212e+01
-9.270000000000000284e+01,1.151246375146360350e+02,1.773665403431472498e+01,1.217721825548915859e+02,1.975433732212801274e+01
-9.259999999999999432e+01,1.152067614231408328e+02,1.784981000434350307e+01,1.216235629942084842e+02,1.981729871609922000e+01
-9.250000000000000000e+01,1.152377121879950153e+02,1.790188560234457427e+01,1.215040631269171598e+02,1.991837244122994477e+01
-9.240000000000000568e+01,1.152035291025328547e+02,1.793788875265316918e+01,1.214683462415768389e+02,2.008884745238591307e+01
-9.229999999999999716e+01,1.151219767475153475e+02,1.797336322554070875e+01,1.214895210998375177e+02,2.020207638009467743e+01
-9.220000000000000284e+01,1.150070161763453456e+02,1.798947929764528553e+01,1.216479599130178997e+02,2.026706958091707023e+01
-9.209999999999999432e+01,1.148598207110734251e+02,1.797708966205700776e+01,1.218890988661802908e+02,2.028317144417122719e+01
-9.200000000000000000e+01,1.147126252458015472e+02,1.796554787954069710e+01,1.221278869040167621e+02,2.029178736156951501e+01
-9.190000000000000568e+01,1.146020861304933334e+02,1.793585526068000391e+01,1.223608639709665624e+02,2.032474418216156664e+01
-9.179999999999999716e+01,1.145018085220076216e+02,1.789090734179355735e+01,1.225694167309662816e+02,2.037896660235308133e+01
-9.170000000000000284e+01,1.143943083162422596e+02,1.783882740406653156e+01,1.227148716645743178e+02,2.037452908370763183e+01
-9.159999999999999432e+01,1.143122167835316958e+02,1.780568021064864581e+01,1.228092301052373045e+02,2.030266829939521500e+01
-9.150000000000000000e+01,1.142439060759346603e+02,1.776616286121959121e+01,1.228770791590007292e+02,2.022625995429165258e+01
-9.140000000000000568e+01,1.141618304190119204e+02,1.771479363106619331e+01,1.228556737795387193e+02,2.006276006018243763e+01
-9.129999999999999716e+01,1.140797547620890953e+02,1.766829784224911393e+01,1.228261892102123625e+02,1.989683656788931287e+01
-9.120000000000000284e+01,1.140313871746972723e+02,1.770588620714794814e+01,1.227988102358804241e+02,1.976566118758694302e+01
-9.109999999999999432e+01,1.139965198529654060e+02,1.776653260619079688e+01,1.227787086778731691e+02,1.963588096274190775e+01
-9.100000000000000000e+01,1.139688031831360604e+02,1.782531196460365663e+01,1.227011744543291627e+02,1.950906247425708173e+01
-9.090000000000000568e+01,1.139446250042446138e+02,1.788094382900006352e+01,1.226094431987853426e+02,1.939930906328157434e+01
-9.079999999999999716e+01,1.139229175401147529e+02,1.794047513984970976e+01,1.225154504390007446e+02,1.929874747563870230e+01
-9.070000000000000284e+01,1.138949259673727994e+02,1.797334355624921187e+01,1.224363807239319044e+02,1.925219543033727732e+01
-9.059999999999999432e+01,1.138765884265027779e+02,1.801727204564408424e+01,1.223414589361537281e+02,1.922084767587001508e+01
-9.050000000000000000e+01,1.138528826179971958e+02,1.805297793879702084e+01,1.222253917511911681e+02,1.918754789573429775e+01
-9.040000000000000568e+01,1.138071683561561969e+02,1.806084505271086726e+01,1.220493180274302603e+02,1.915405725398398928e+01
-9.029999999999999716e+01,1.137705757977757344e+02,1.805757389589598105e+01,1.218327382417614615e+02,1.910463579277594093e+01
-9.020000000000000284e+01,1.137228064297473082e+02,1.803765982011990587e+01,1.216078622856248188e+02,1.903843431823903742e+01
-9.009999999999999432e+01,1.136584456925472466e+02,1.802827746200538783e+01,1.213922930614072584e+02,1.902717105423184307e+01
-9.000000000000000000e+01,1.136655193339361176e+02,1.803205472021080880e+01,1.212143783882916068e+02,1.905007589803761547e+01
-8.990000000000000568e+01,1.137184599385008852e+02,1.803693905761079108e+01,1.211223447818478434e+02,1.906035760164706616e+01
-8.980000000000001137e+01,1.137597010061459457e+02,1.805099464630072958e+01,1.210766242722421424e+02,1.911620207491703027e+01
-8.970000000000000284e+01,1.138331576396021774e+02,1.807824002234913507e+01,1.210804156793573583e+02,1.917084634285232170e+01
-8.959999999999999432e+01,1.139002886380640973e+02,1.810616776236554415e+01,1.211603473537296907e+02,1.921372829479173561e+01
-8.950000000000000000e+01,1.139590072888907173e+02,1.813430184844539284e+01,1.212340527255732638e+02,1.924632231727702703e+01
-8.940000000000000568e+01,1.140134513726667933e+02,1.816606948144031719e+01,1.213273544441474741e+02,1.927718016170445026e+01
-8.930000000000001137e+01,1.140698862515443324e+02,1.820216800831433090e+01,1.214554776268880971e+02,1.932471946399861906e+01
-8.920000000000000284e+01,1.141178860933504211e+02,1.817096815698585743e+01,1.215653465521221079e+02,1.937964344067805555e+01
-8.909999999999999432e+01,1.141798974787847385e+02,1.812469515032907807e+01,1.216422902690750192e+02,1.943980402006674524e+01
-8.900000000000000000e+01,1.142029435556668915e+02,1.810172972375732670e+01,1.216993777041124360e+02,1.948898124992294356e+01
-8.890000000000000568e+01,1.141944681289286194e+02,1.807505137653477689e+01,1.217325129652585076e+02,1.952006765553341694e+01
-8.880000000000001137e+01,1.141620358114476232e+02,1.804851136116568711e+01,1.217409565791043633e+02,1.954733420162240520e+01
-8.870000000000000284e+01,1.141254053086162088e+02,1.803184563859235112e+01,1.217599826508276379e+02,1.957678043971084847e+01
-8.859999999999999432e+01,1.140890846872551379e+02,1.801919635085925009e+01,1.217873048824785656e+02,1.957135644982341205e+01
-8.850000000000000000e+01,1.140440248475974414e+02,1.801449985719229119e+01,1.218050281699585327e+02,1.954984343568209937e+01
-8.840000000000000568e+01,1.140148018843388371e+02,1.802078647594064265e+01,1.218203467848307753e+02,1.951280883649836184e+01
-8.830000000000001137e+01,1.139919057641239561e+02,1.802395412056914736e+01,1.218360605912260723e+02,1.948392093801736280e+01
-8.820000000000000284e+01,1.139698529205065540e+02,1.798094951998197288e+01,1.217901012825134472e+02,1.940220653830797559e+01
-8.809999999999999432e+01,1.139900644300738719e+02,1.794920800966985297e+01,1.217256343823668203e+02,1.926071694198675388e+01
-8.800000000000000000e+01,1.140194162291006421e+02,1.791031081970358230e+01,1.216416139611402087e+02,1.913346775226945340e+01
-8.790000000000000568e+01,1.140169642571220976e+02,1.784050293612501648e+01,1.215428434066822518e+02,1.902866031227246424e+01
-8.780000000000001137e+01,1.140300866913124764e+02,1.774866887152912298e+01,1.214623317556027331e+02,1.895524221153383237e+01
-8.770000000000000284e+01,1.140454540379663513e+02,1.766264869467600818e+01,1.213979894354731641e+02,1.889530911981558603e+01
-8.759999999999999432e+01,1.140363640791302089e+02,1.753428042031757528e+01,1.213600125884121752e+02,1.885330767181097400e+01
-8.750000000000000000e+01,1.140242659837774966e+02,1.739573410256807406e+01,1.213926798518448891e+02,1.879459433644606747e+01
-8.740000000000000568e+01,1.140433024271252833e+02,1.727216447056384396e+01,1.214981605919400920e+02,1.878279161030358324e+01
-8.730000000000001137e+01,1.140659508486632348e+02,1.714284522405670330e+01,1.216031544120848196e+02,1.879122877177859863e+01
-8.720000000000000284e+01,1.141343921768584977e+02,1.703469935553455272e+01,1.217193965994357683e+02,1.880361001171722179e+01
-8.709999999999999432e+01,1.142176467227850480e+02,1.694043458249380407e+01,1.217987530765597484e+02,1.876744422796866374e+01
-8.700000000000000000e+01,1.143028151990467762e+02,1.685340880852348278e+01,1.218728825332041907e+02,1.873593528543408837e+01
-8.690000000000000568e+01,1.143692313931978077e+02,1.677596103388848192e+01,1.219255967037099282e+02,1.873423844425739304e+01
-8.680000000000001137e+01,1.144224653155516336e+02,1.672087646794687998e+01,1.219794469183063370e+02,1.877826477561535512e+01
-8.670000000000000284e+01,1.144455813628959504e+02,1.669057833379771694e+01,1.219947091162049588e+02,1.878715143398394360e+01
-8.659999999999999432e+01,1.144915765388297757e+02,1.666954119198827300e+01,1.220008653611728136e+02,1.876679313076368061e+01
-8.650000000000000000e+01,1.145424267955790327e+02,1.666369336526478406e+01,1.221492152053778852e+02,1.880857783212523771e+01
-8.640000000000000568e+01,1.145782031590902079e+02,1.666742198572238465e+01,1.223008702294844028e+02,1.892829444865062172e+01
-8.630000000000001137e+01,1.146107177324070392e+02,1.668190634163119057e+01,1.224417924211291790e+02,1.911931462524165681e+01
-8.620000000000000284e+01,1.146449781412486431e+02,1.671304254401731981e+01,1.225520118126346745e+02,1.934114746260240025e+01
-8.609999999999999432e+01,1.146750051255450842e+02,1.676352400963588352e+01,1.226343424523475107e+02,1.954914607089501999e+01
-8.600000000000000000e+01,1.146927383939938636e+02,1.681206500136253013e+01,1.227778426506501717e+02,1.977449643655993938e+01
-8.590000000000000568e+01,1.146888837336708349e+02,1.686405821452351361e+01,1.229229890595412940e+02,2.004405429416458517e+01
-8.580000000000001137e+01,1.146884728323263829e+02,1.692726714875475835e+01,1.230708866260027179e+02,2.034668491189797024e+01
-8.570000000000000284e+01,1.147037402332180989e+02,1.699421910178787698e+01,1.231475581095157565e+02,2.052835925065900113e+01
-8.559999999999999432e+01,1.146804426237968784e+02,1.707339204753613160e+01,1.231233076092066483e+02,2.044784329177496929e+01
-8.550000000000000000e+01,1.146374144199457987e+02,1.714659981043860526e+01,1.230882172587380836e+02,2.038684301286953016e+01
-8.540000000000000568e+01,1.145225068761663465e+02,1.717217817881917341e+01,1.230172617195626117e+02,2.030336197754863292e+01
-8.530000000000001137e+01,1.143763399396894158e+02,1.717914203267874385e+01,1.229378044571167266e+02,2.022226790037507627e+01
-8.520000000000000284e+01,1.142246350419454757e+02,1.719033300549570242e+01,1.229274026252246728e+02,2.018195107020004997e+01
-8.509999999999999432e+01,1.140266616166593536e+02,1.712216875010912176e+01,1.229368863427566794e+02,2.015907588800266481e+01
-8.500000000000000000e+01,1.138219318723435265e+02,1.704791597585953511e+01,1.229356811929198585e+02,2.014930317976221374e+01
-8.490000000000000568e+01,1.136423739725954078e+02,1.697449359157147697e+01,1.228540535026722011e+02,2.020752693621279050e+01
-8.480000000000001137e+01,1.135086438548079002e+02,1.690391187829997577e+01,1.227797699117331547e+02,2.029842711117909460e+01
-8.470000000000000284e+01,1.134528972965601383e+02,1.683920659094080463e+01,1.227239152951102739e+02,2.038790683419423289e+01
-8.459999999999999432e+01,1.134044423658064886e+02,1.678033822888927773e+01,1.226585432644260152e+02,2.047818436534343078e+01
-8.450000000000000000e+01,1.133586074340918657e+02,1.671083620283924986e+01,1.226113166072891687e+02,2.059093599199364633e+01
-8.440000000000000568e+01,1.133198926296625615e+02,1.664464960354513323e+01,1.225884225986446836e+02,2.070723758405782888e+01
